Player,Nation,Pos,Squad,stats_Age,stats_Born,stats_Playing Time_MP,stats_Playing Time_Starts,stats_Playing Time_Min,stats_Playing Time_90s,stats_Performance_Gls,stats_Performance_Ast,stats_Performance_G+A,stats_Performance_G-PK,stats_Performance_PK,stats_Performance_PKatt,stats_Performance_CrdY,stats_Performance_CrdR,stats_Expected_xG,stats_Expected_npxG,stats_Expected_xAG,stats_Expected_npxG+xAG,stats_Progression_PrgC,stats_Progression_PrgP,stats_Progression_PrgR,stats_Per 90 Minutes_Gls,stats_Per 90 Minutes_Ast,stats_Per 90 Minutes_G+A,stats_Per 90 Minutes_G-PK,stats_Per 90 Minutes_G+A-PK,stats_Per 90 Minutes_xG,stats_Per 90 Minutes_xAG,stats_Per 90 Minutes_xG+xAG,stats_Per 90 Minutes_npxG,stats_Per 90 Minutes_npxG+xAG,stats_Matches,keepers_Age,keepers_Born,keepers_Playing Time_MP,keepers_Playing Time_Starts,keepers_Playing Time_Min,keepers_Playing Time_90s,keepers_Performance_GA,keepers_Performance_GA90,keepers_Performance_SoTA,keepers_Performance_Saves,keepers_Performance_Save%,keepers_Performance_W,keepers_Performance_D,keepers_Performance_L,keepers_Performance_CS,keepers_Performance_CS%,keepers_Penalty Kicks_PKatt,keepers_Penalty Kicks_PKA,keepers_Penalty Kicks_PKsv,keepers_Penalty Kicks_PKm,keepers_Penalty Kicks_Save%,keepers_Matches,shooting_Age,shooting_Born,shooting_90s,shooting_Standard_Gls,shooting_Standard_Sh,shooting_Standard_SoT,shooting_Standard_SoT%,shooting_Standard_Sh/90,shooting_Standard_SoT/90,shooting_Standard_G/Sh,shooting_Standard_G/SoT,shooting_Standard_Dist,shooting_Standard_FK,shooting_Standard_PK,shooting_Standard_PKatt,shooting_Expected_xG,shooting_Expected_npxG,shooting_Expected_npxG/Sh,shooting_Expected_G-xG,shooting_Expected_np:G-xG,shooting_Matches,passing_Age,passing_Born,passing_90s,passing_Total_Cmp,passing_Total_Att,passing_Total_Cmp%,passing_Total_TotDist,passing_Total_PrgDist,passing_Short_Cmp,passing_Short_Att,passing_Short_Cmp%,passing_Medium_Cmp,passing_Medium_Att,passing_Medium_Cmp%,passing_Long_Cmp,passing_Long_Att,passing_Long_Cmp%,passing_Ast,passing_xAG,passing_Expected_xA,passing_Expected_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_PrgP,passing_Matches,gca_Age,gca_Born,gca_90s,gca_SCA_SCA,gca_SCA_SCA90,gca_SCA Types_PassLive,gca_SCA Types_PassDead,gca_SCA Types_TO,gca_SCA Types_Sh,gca_SCA Types_Fld,gca_SCA Types_Def,gca_GCA_GCA,gca_GCA_GCA90,gca_GCA Types_PassLive,gca_GCA Types_PassDead,gca_GCA Types_TO,gca_GCA Types_Sh,gca_GCA Types_Fld,gca_GCA Types_Def,gca_Matches,defense_Age,defense_Born,defense_90s,defense_Tackles_Tkl,defense_Tackles_TklW,defense_Tackles_Def 3rd,defense_Tackles_Mid 3rd,defense_Tackles_Att 3rd,defense_Challenges_Tkl,defense_Challenges_Att,defense_Challenges_Tkl%,defense_Challenges_Lost,defense_Blocks_Blocks,defense_Blocks_Sh,defense_Blocks_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,defense_Matches,possession_Age,possession_Born,possession_90s,possession_Touches_Touches,possession_Touches_Def Pen,possession_Touches_Def 3rd,possession_Touches_Mid 3rd,possession_Touches_Att 3rd,possession_Touches_Att Pen,possession_Touches_Live,possession_Take-Ons_Att,possession_Take-Ons_Succ,possession_Take-Ons_Succ%,possession_Take-Ons_Tkld,possession_Take-Ons_Tkld%,possession_Carries_Carries,possession_Carries_TotDist,possession_Carries_PrgDist,possession_Carries_PrgC,possession_Carries_1/3,possession_Carries_CPA,possession_Carries_Mis,possession_Carries_Dis,possession_Receiving_Rec,possession_Receiving_PrgR,possession_Matches,misc_Age,misc_Born,misc_90s,misc_Performance_CrdY,misc_Performance_CrdR,misc_Performance_2CrdY,misc_Performance_Fls,misc_Performance_Fld,misc_Performance_Off,misc_Performance_Crs,misc_Performance_Int,misc_Performance_TklW,misc_Performance_PKwon,misc_Performance_PKcon,misc_Performance_OG,misc_Performance_Recov,misc_Aerial Duels_Won,misc_Aerial Duels_Lost,misc_Aerial Duels_Won%,misc_Matches
Pau Torres,ESP,DF,Aston Villa,28-085,1997,19,19,1639,18.2,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,31,72,4,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,,,,,,,,,,,,,,,,,,,,,,,28-085,1997,18.2,0,8,2,25.0,0.44,0.11,0.00,0.00,11.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches,28-085,1997,18.2,990,1122,88.2,17143,6468,425,450,94.4,496,532,93.2,57,117,48.7,0,0.0,0.3,0.0,1,92,7,0,72,Matches,28-085,1997,18.2,12,0.66,9,0,0,3,0,0,2,0.11,1,0,0,1,0,0,Matches,28-085,1997,18.2,20,14,11,7,2,9,15,60.0,6,14,10,4,9,29,58,2,Matches,28-085,1997,18.2,1241,190,591,581,75,13,1241,16,14,87.5,2,12.5,772,5098,3343,31,19,0,3,3,882,4,Matches,28-085,1997,18.2,1,0,0,6,7,0,1,9,14,0,0,0,53,15,21,41.7,Matches
Paul Onuachu,NGA,FW,Southampton,30-318,1994,21,9,871,9.7,4,1,5,4,0,0,3,0,3.2,3.2,0.5,3.7,7,12,35,0.41,0.10,0.52,0.41,0.52,0.33,0.05,0.38,0.33,0.38,Matches,,,,,,,,,,,,,,,,,,,,,,,30-318,1994,9.7,4,29,14,48.3,3.00,1.45,0.14,0.29,10.4,0,0,0,3.2,3.2,0.11,+0.8,+0.8,Matches,30-318,1994,9.7,140,227,61.7,2032,327,75,119,63.0,37,59,62.7,12,18,66.7,1,0.5,0.3,+0.5,8,12,2,0,12,Matches,30-318,1994,9.7,9,0.93,8,0,0,1,0,0,1,0.10,1,0,0,0,0,0,Matches,30-318,1994,9.7,7,2,1,5,1,3,7,42.9,4,6,1,5,1,8,12,1,Matches,30-318,1994,9.7,379,12,36,207,139,56,379,24,7,29.2,13,54.2,187,761,227,7,4,2,44,31,314,35,Matches,30-318,1994,9.7,3,0,0,25,14,9,0,1,2,0,0,0,15,83,51,61.9,Matches
Pedro Neto,POR,FW,Chelsea,25-033,2000,28,17,1653,18.4,3,4,7,3,0,0,8,0,2.3,2.3,4.6,6.9,97,44,174,0.16,0.22,0.38,0.16,0.38,0.13,0.25,0.38,0.13,0.38,Matches,,,,,,,,,,,,,,,,,,,,,,,25-033,2000,18.4,3,43,12,27.9,2.34,0.65,0.07,0.25,18.8,0,0,0,2.3,2.3,0.05,+0.7,+0.7,Matches,25-033,2000,18.4,511,650,78.6,8086,1633,265,286,92.7,182,222,82.0,41,90,45.6,4,4.6,3.4,-0.6,35,21,23,13,44,Matches,25-033,2000,18.4,69,3.76,52,5,5,5,2,0,7,0.38,4,1,2,0,0,0,Matches,25-033,2000,18.4,17,9,6,8,3,6,16,37.5,10,11,1,10,7,24,3,0,Matches,25-033,2000,18.4,843,7,73,252,530,89,843,83,25,30.1,38,45.8,554,4625,2397,97,46,36,33,23,624,174,Matches,25-033,2000,18.4,8,0,0,17,26,3,96,7,9,0,0,0,60,9,22,29.0,Matches
Pedro Porro,ESP,DF,Tottenham,25-210,1999,30,25,2373,26.4,2,5,7,2,0,0,4,0,1.5,1.5,3.5,5.0,58,136,95,0.08,0.19,0.27,0.08,0.27,0.06,0.13,0.19,0.06,0.19,Matches,,,,,,,,,,,,,,,,,,,,,,,25-210,1999,26.4,2,36,8,22.2,1.37,0.30,0.06,0.25,23.0,3,0,0,1.5,1.5,0.04,+0.5,+0.5,Matches,25-210,1999,26.4,1252,1706,73.4,21717,8681,621,711,87.3,477,604,79.0,126,283,44.5,5,3.5,3.9,+1.5,47,111,50,22,136,Matches,25-210,1999,26.4,91,3.45,59,19,3,5,4,1,7,0.27,3,3,1,0,0,0,Matches,25-210,1999,26.4,61,44,29,22,10,42,71,59.2,29,42,17,25,33,94,78,1,Matches,25-210,1999,26.4,2024,122,610,732,694,29,2024,33,11,33.3,20,60.6,1071,4844,2489,58,37,5,23,16,1164,95,Matches,25-210,1999,26.4,4,0,0,24,28,1,168,33,44,0,0,0,139,11,22,33.3,Matches
Pervis Estupiñán,ECU,DF,Brighton,27-080,1998,24,20,1862,20.7,1,1,2,1,0,0,3,0,0.7,0.7,1.9,2.6,48,86,93,0.05,0.05,0.10,0.05,0.10,0.04,0.09,0.13,0.04,0.13,Matches,,,,,,,,,,,,,,,,,,,,,,,27-080,1998,20.7,1,18,5,27.8,0.87,0.24,0.06,0.20,25.3,3,0,0,0.7,0.7,0.04,+0.3,+0.3,Matches,27-080,1998,20.7,1055,1262,83.6,16073,4853,624,669,93.3,345,414,83.3,63,120,52.5,1,1.9,1.9,-0.9,22,73,27,18,86,Matches,27-080,1998,20.7,43,2.08,26,13,0,2,2,0,4,0.19,3,0,0,0,1,0,Matches,27-080,1998,20.7,47,31,26,15,6,23,35,65.7,12,12,2,10,25,72,46,1,Matches,27-080,1998,20.7,1482,61,372,740,384,24,1482,27,13,48.1,13,48.1,767,3702,1985,48,36,7,25,23,898,93,Matches,27-080,1998,20.7,3,0,0,27,13,3,100,25,31,0,0,0,116,34,24,58.6,Matches
Phil Foden,ENG,"MF,FW",Manchester City,24-318,2000,25,19,1686,18.7,7,2,9,7,0,0,2,0,5.1,5.1,4.7,9.8,47,95,119,0.37,0.11,0.48,0.37,0.48,0.27,0.25,0.52,0.27,0.52,Matches,,,,,,,,,,,,,,,,,,,,,,,24-318,2000,18.7,7,52,16,30.8,2.78,0.85,0.13,0.44,18.5,2,0,0,5.1,5.1,0.10,+1.9,+1.9,Matches,24-318,2000,18.7,742,883,84.0,11563,2445,443,489,90.6,224,251,89.2,62,104,59.6,2,4.7,5.1,-2.7,42,40,35,5,95,Matches,24-318,2000,18.7,84,4.48,56,18,2,5,3,0,9,0.48,5,1,0,3,0,0,Matches,24-318,2000,18.7,12,5,5,4,3,7,17,41.2,10,12,1,11,9,21,7,1,Matches,24-318,2000,18.7,1074,13,81,374,628,79,1074,39,13,33.3,21,53.8,676,3472,1674,47,30,15,35,30,840,119,Matches,24-318,2000,18.7,2,0,0,5,31,3,73,9,5,0,0,0,58,3,8,27.3,Matches
Philip Billing,DEN,MF,Bournemouth,28-304,1996,10,1,184,2.0,0,0,0,0,0,0,1,0,0.6,0.6,1.1,1.7,3,15,13,0.00,0.00,0.00,0.00,0.00,0.28,0.54,0.82,0.28,0.82,Matches,,,,,,,,,,,,,,,,,,,,,,,28-304,1996,2.0,0,5,1,20.0,2.45,0.49,0.00,0.00,17.9,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches,28-304,1996,2.0,70,102,68.6,1023,400,43,51,84.3,19,27,70.4,4,15,26.7,0,1.1,1.0,-1.1,9,9,7,2,15,Matches,28-304,1996,2.0,16,7.83,13,0,0,1,0,2,0,0.00,0,0,0,0,0,0,Matches,28-304,1996,2.0,14,5,7,6,1,3,4,75.0,1,3,0,3,5,19,2,0,Matches,28-304,1996,2.0,148,5,20,72,57,12,148,3,1,33.3,0,0.0,58,254,163,3,1,1,7,4,75,13,Matches,28-304,1996,2.0,1,0,0,3,2,0,10,5,5,0,0,0,14,6,4,60.0,Matches
Radu Drăgușin,ROU,DF,Tottenham,23-067,2002,16,14,1252,13.9,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,7,37,2,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches,,,,,,,,,,,,,,,,,,,,,,,23-067,2002,13.9,0,5,1,20.0,0.36,0.07,0.00,0.00,12.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,23-067,2002,13.9,716,840,85.2,13638,5250,223,245,91.0,437,470,93.0,47,107,43.9,0,0.4,0.2,-0.4,4,52,2,1,37,Matches,23-067,2002,13.9,8,0.58,8,0,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches,23-067,2002,13.9,10,6,8,2,0,6,12,50.0,6,22,16,6,15,25,49,4,Matches,23-067,2002,13.9,961,148,510,430,30,12,961,2,0,0.0,0,0.0,623,3349,1666,7,3,0,8,2,669,2,Matches,23-067,2002,13.9,1,0,0,6,10,0,1,15,6,0,0,0,48,33,22,60.0,Matches
Raheem Sterling,ENG,"FW,MF",Arsenal,30-124,1994,13,5,355,3.9,0,2,2,0,0,0,1,0,1.3,1.3,0.4,1.7,21,15,63,0.00,0.51,0.51,0.00,0.51,0.33,0.10,0.43,0.33,0.43,Matches,,,,,,,,,,,,,,,,,,,,,,,30-124,1994,3.9,0,10,0,0.0,2.54,0.00,0.00,,15.0,2,0,0,1.3,1.3,0.13,-1.3,-1.3,Matches,30-124,1994,3.9,116,154,75.3,1475,301,77,91,84.6,32,43,74.4,2,3,66.7,2,0.4,0.4,+1.6,6,4,8,2,15,Matches,30-124,1994,3.9,14,3.55,10,0,2,2,0,0,2,0.51,2,0,0,0,0,0,Matches,30-124,1994,3.9,7,4,1,2,4,4,6,66.7,2,2,0,2,1,8,2,0,Matches,30-124,1994,3.9,210,1,7,45,161,33,210,22,9,40.9,7,31.8,152,1072,588,21,9,14,10,13,159,63,Matches,30-124,1994,3.9,1,0,0,11,3,3,12,1,4,0,0,0,12,1,3,25.0,Matches
Ramón Sosa,PAR,"FW,MF",Nott'ham Forest,25-223,1999,16,1,263,2.9,1,0,1,1,0,0,1,0,0.9,0.9,0.5,1.4,11,4,15,0.34,0.00,0.34,0.34,0.34,0.32,0.17,0.49,0.32,0.49,Matches,,,,,,,,,,,,,,,,,,,,,,,25-223,1999,2.9,1,10,5,50.0,3.42,1.71,0.10,0.20,18.9,0,0,0,0.9,0.9,0.09,+0.1,+0.1,Matches,25-223,1999,2.9,61,89,68.5,955,258,30,44,68.2,22,31,71.0,5,7,71.4,0,0.5,0.4,-0.5,8,2,5,3,4,Matches,25-223,1999,2.9,14,4.75,11,0,2,1,0,0,0,0.00,0,0,0,0,0,0,Matches,25-223,1999,2.9,5,3,3,0,2,1,4,25.0,3,7,0,7,3,8,4,0,Matches,25-223,1999,2.9,135,5,32,40,68,12,135,11,8,72.7,3,27.3,65,546,303,11,6,4,5,5,71,15,Matches,25-223,1999,2.9,1,0,0,6,7,3,8,3,3,0,0,0,20,4,7,36.4,Matches
Rasmus Højlund,DEN,FW,Manchester Utd,22-066,2003,26,18,1549,17.2,3,0,3,3,0,0,2,0,3.0,3.0,1.2,4.2,23,15,79,0.17,0.00,0.17,0.17,0.17,0.17,0.07,0.24,0.17,0.24,Matches,,,,,,,,,,,,,,,,,,,,,,,22-066,2003,17.2,3,21,9,42.9,1.22,0.52,0.14,0.33,13.8,0,0,0,3.0,3.0,0.14,0.0,0.0,Matches,22-066,2003,17.2,194,252,77.0,2114,385,140,169,82.8,33,46,71.7,3,4,75.0,0,1.2,0.8,-1.2,13,10,4,0,15,Matches,22-066,2003,17.2,29,1.68,19,0,3,4,3,0,1,0.06,0,0,0,0,1,0,Matches,22-066,2003,17.2,3,1,0,2,1,0,4,0.0,4,4,0,4,1,4,5,0,Matches,22-066,2003,17.2,396,5,23,201,178,50,396,25,7,28.0,16,64.0,247,1198,513,23,11,14,56,26,311,79,Matches,22-066,2003,17.2,2,0,0,14,24,9,5,1,1,1,0,0,27,20,72,21.7,Matches
Rayan Aït-Nouri,ALG,DF,Wolves,23-309,2001,30,30,2549,28.3,3,5,8,3,0,0,6,1,2.3,2.3,3.5,5.8,68,95,147,0.11,0.18,0.28,0.11,0.28,0.08,0.12,0.20,0.08,0.20,Matches,,,,,,,,,,,,,,,,,,,,,,,23-309,2001,28.3,3,28,7,25.0,0.99,0.25,0.11,0.43,15.1,0,0,0,2.3,2.3,0.08,+0.7,+0.7,Matches,23-309,2001,28.3,1170,1387,84.4,16246,4872,715,765,93.5,362,416,87.0,39,94,41.5,5,3.5,2.6,+1.5,32,64,23,5,95,Matches,23-309,2001,28.3,66,2.33,39,13,7,4,2,1,9,0.32,7,1,0,0,0,1,Matches,23-309,2001,28.3,77,47,47,24,6,39,63,61.9,24,38,6,32,21,98,62,1,Matches,23-309,2001,28.3,1728,81,475,745,529,72,1728,98,48,49.0,36,36.7,896,4944,2577,68,50,22,38,36,1038,147,Matches,23-309,2001,28.3,6,1,1,26,31,4,69,21,47,0,0,0,126,18,26,40.9,Matches
Raúl Jiménez,MEX,FW,Fulham,33-341,1991,31,24,1927,21.4,10,3,13,7,3,3,3,0,10.4,8.1,2.8,10.9,30,45,107,0.47,0.14,0.61,0.33,0.47,0.49,0.13,0.62,0.38,0.51,Matches,,,,,,,,,,,,,,,,,,,,,,,33-341,1991,21.4,10,76,26,34.2,3.55,1.21,0.09,0.27,14.7,0,3,3,10.4,8.1,0.11,-0.4,-1.1,Matches,33-341,1991,21.4,363,513,70.8,5521,1224,209,258,81.0,108,143,75.5,28,47,59.6,3,2.8,1.8,+0.2,16,29,8,3,45,Matches,33-341,1991,21.4,51,2.38,34,1,2,9,4,1,6,0.28,3,0,0,1,1,1,Matches,33-341,1991,21.4,27,17,6,14,7,6,17,35.3,11,18,5,13,9,36,16,3,Matches,33-341,1991,21.4,799,27,93,347,370,137,796,44,18,40.9,23,52.3,445,1999,879,30,16,16,53,38,582,107,Matches,33-341,1991,21.4,3,0,0,32,33,13,18,9,17,1,0,0,59,63,77,45.0,Matches
Reece James,ENG,"DF,MF",Chelsea,25-124,1999,13,9,766,8.5,1,0,1,1,0,0,1,0,0.2,0.2,0.5,0.7,5,46,8,0.12,0.00,0.12,0.12,0.12,0.03,0.06,0.08,0.03,0.08,Matches,,,,,,,,,,,,,,,,,,,,,,,25-124,1999,8.5,1,7,2,28.6,0.82,0.23,0.14,0.50,22.2,1,0,0,0.2,0.2,0.03,+0.8,+0.8,Matches,25-124,1999,8.5,531,627,84.7,9538,3249,251,266,94.4,226,256,88.3,47,89,52.8,0,0.5,0.8,-0.5,9,67,5,1,46,Matches,25-124,1999,8.5,13,1.53,8,4,0,1,0,0,1,0.12,0,0,0,1,0,0,Matches,25-124,1999,8.5,8,8,5,3,0,3,9,33.3,6,11,4,7,11,19,17,3,Matches,25-124,1999,8.5,703,31,203,386,118,4,703,15,6,40.0,5,33.3,358,1413,655,5,4,0,6,4,442,8,Matches,25-124,1999,8.5,1,0,0,6,9,0,35,11,8,0,0,0,46,20,6,76.9,Matches
Reiss Nelson,ENG,FW,Fulham,25-122,1999,11,5,487,5.4,1,1,2,1,0,0,1,0,1.1,1.1,1.0,2.1,45,35,63,0.18,0.18,0.37,0.18,0.37,0.20,0.18,0.39,0.20,0.39,Matches,,,,,,,,,,,,,,,,,,,,,,,25-122,1999,5.4,1,12,6,50.0,2.22,1.11,0.08,0.17,15.4,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches,25-122,1999,5.4,232,268,86.6,3429,761,136,147,92.5,77,91,84.6,12,19,63.2,1,1.0,1.0,0.0,13,7,15,3,35,Matches,25-122,1999,5.4,31,5.73,21,2,3,4,0,1,1,0.18,1,0,0,0,0,0,Matches,25-122,1999,5.4,8,6,3,3,2,5,13,38.5,8,11,0,11,5,13,2,0,Matches,25-122,1999,5.4,347,5,30,110,212,35,347,35,13,37.1,13,37.1,259,1956,960,45,25,21,14,8,274,63,Matches,25-122,1999,5.4,1,0,0,6,9,1,23,5,6,0,0,0,29,0,4,0.0,Matches
Renato Veiga,POR,"DF,MF",Chelsea,21-256,2003,7,1,181,2.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,4,7,3,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches,,,,,,,,,,,,,,,,,,,,,,,21-256,2003,2.0,0,3,1,33.3,1.49,0.50,0.00,0.00,17.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,21-256,2003,2.0,118,139,84.9,2171,435,45,51,88.2,55,61,90.2,13,21,61.9,0,0.0,0.2,0.0,0,6,1,0,7,Matches,21-256,2003,2.0,1,0.49,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,21-256,2003,2.0,9,6,6,3,0,4,12,33.3,8,3,1,2,1,10,2,0,Matches,21-256,2003,2.0,167,2,61,82,27,3,167,5,3,60.0,2,40.0,85,417,144,4,5,1,1,0,110,3,Matches,21-256,2003,2.0,2,0,0,6,1,1,0,1,6,0,0,0,9,3,3,50.0,Matches
Ricardo Pereira,POR,DF,Leicester City,31-187,1993,5,2,185,2.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,9,5,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,,,,,,,,,,,,,,,,,,,,,,,31-187,1993,2.1,0,2,1,50.0,0.97,0.49,0.00,0.00,17.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,31-187,1993,2.1,108,130,83.1,1707,518,59,67,88.1,38,46,82.6,8,8,100.0,0,0.0,0.1,0.0,0,14,0,0,9,Matches,31-187,1993,2.1,2,0.97,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,31-187,1993,2.1,5,2,1,1,3,2,7,28.6,5,4,1,3,1,6,4,0,Matches,31-187,1993,2.1,150,6,37,85,29,5,150,7,5,71.4,1,14.3,84,277,125,3,3,2,1,0,92,5,Matches,31-187,1993,2.1,1,0,0,2,6,0,2,1,2,0,0,0,11,1,1,50.0,Matches
Riccardo Calafiori,ITA,DF,Arsenal,22-327,2002,17,11,925,10.3,2,1,3,2,0,0,4,0,0.9,0.9,0.3,1.1,21,54,29,0.19,0.10,0.29,0.19,0.29,0.08,0.03,0.11,0.08,0.11,Matches,,,,,,,,,,,,,,,,,,,,,,,22-327,2002,10.3,2,10,6,60.0,0.97,0.58,0.20,0.33,14.1,0,0,0,0.9,0.9,0.09,+1.1,+1.1,Matches,22-327,2002,10.3,449,526,85.4,6549,1644,272,297,91.6,150,175,85.7,19,28,67.9,1,0.3,0.7,+0.7,6,40,9,1,54,Matches,22-327,2002,10.3,13,1.26,11,0,1,1,0,0,2,0.19,2,0,0,0,0,0,Matches,22-327,2002,10.3,26,18,15,9,2,18,29,62.1,11,12,6,6,9,35,25,0,Matches,22-327,2002,10.3,628,30,161,249,222,29,628,13,9,69.2,3,23.1,291,1572,839,21,12,3,11,5,377,29,Matches,22-327,2002,10.3,4,0,0,16,6,3,11,9,18,0,0,0,30,22,13,62.9,Matches
Richarlison,BRA,FW,Tottenham,27-336,1997,9,2,279,3.1,2,1,3,2,0,0,1,0,1.2,1.2,0.9,2.1,8,10,17,0.65,0.32,0.97,0.65,0.97,0.38,0.29,0.67,0.38,0.67,Matches,,,,,,,,,,,,,,,,,,,,,,,27-336,1997,3.1,2,6,3,50.0,1.94,0.97,0.33,0.67,8.4,0,0,0,1.2,1.2,0.20,+0.8,+0.8,Matches,27-336,1997,3.1,49,75,65.3,750,272,24,32,75.0,16,26,61.5,5,7,71.4,1,0.9,0.6,+0.1,4,7,4,2,10,Matches,27-336,1997,3.1,8,2.57,5,0,0,2,1,0,1,0.32,1,0,0,0,0,0,Matches,27-336,1997,3.1,4,3,0,3,1,0,0,,0,1,1,0,0,4,8,0,Matches,27-336,1997,3.1,116,8,19,62,36,12,116,9,1,11.1,7,77.8,56,310,138,8,7,3,4,5,79,17,Matches,27-336,1997,3.1,1,0,0,4,7,1,7,0,3,0,0,0,8,7,14,33.3,Matches
Rico Lewis,ENG,"DF,MF",Manchester City,20-141,2004,25,19,1720,19.1,1,2,3,1,0,0,5,1,1.4,1.4,0.3,1.7,36,99,65,0.05,0.10,0.16,0.05,0.16,0.07,0.02,0.09,0.07,0.09,Matches,,,,,,,,,,,,,,,,,,,,,,,20-141,2004,19.1,1,10,2,20.0,0.52,0.10,0.10,0.50,15.8,0,0,0,1.4,1.4,0.14,-0.4,-0.4,Matches,20-141,2004,19.1,1060,1154,91.9,15247,2880,642,676,95.0,379,404,93.8,26,39,66.7,2,0.3,0.9,+1.7,7,88,13,0,99,Matches,20-141,2004,19.1,29,1.52,28,0,0,0,1,0,2,0.10,2,0,0,0,0,0,Matches,20-141,2004,19.1,29,19,13,12,4,13,21,61.9,8,26,7,19,12,41,42,1,Matches,20-141,2004,19.1,1313,49,260,661,405,42,1313,20,8,40.0,11,55.0,761,3860,1981,36,37,8,19,19,933,65,Matches,20-141,2004,19.1,5,1,1,10,30,0,3,12,19,0,0,0,89,5,13,27.8,Matches
Robert Sánchez,ESP,GK,Chelsea,27-144,1997,25,25,2250,25.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,27-144,1997,25,25,"2,250",25.0,28,1.12,108,79,77.8,12,8,5,7,28.0,5,4,1,0,20.0,Matches,27-144,1997,25.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,27-144,1997,25.0,713,994,71.7,17201,11410,171,172,99.4,373,388,96.1,166,423,39.2,0,0.0,0.0,0.0,1,22,1,0,1,Matches,27-144,1997,25.0,6,0.24,5,1,0,0,0,0,2,0.08,1,1,0,0,0,0,Matches,27-144,1997,25.0,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,20,8,Matches,27-144,1997,25.0,1058,775,1047,11,0,0,1058,0,0,,0,,709,3363,2136,0,0,0,0,0,668,0,Matches,27-144,1997,25.0,5,0,0,2,3,0,0,2,0,0,2,0,37,5,0,100.0,Matches
Robin Olsen,SWE,GK,Aston Villa,35-093,1990,3,1,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,35-093,1990,3,1,180,2.0,4,2.00,9,5,55.6,1,0,0,1,100.0,0,0,0,0,,Matches,35-093,1990,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,35-093,1990,2.0,54,76,71.1,1466,983,10,10,100.0,31,31,100.0,13,35,37.1,0,0.0,0.0,0.0,0,2,0,0,0,Matches,35-093,1990,2.0,2,1.00,0,2,0,0,0,0,1,0.50,0,1,0,0,0,0,Matches,35-093,1990,2.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,2,1,Matches,35-093,1990,2.0,83,73,82,1,0,0,83,0,0,,0,,44,226,109,0,0,0,0,0,41,0,Matches,35-093,1990,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
Rodrigo Bentancur,URU,MF,Tottenham,27-290,1997,21,18,1392,15.5,2,0,2,2,0,0,7,0,1.3,1.3,0.4,1.7,21,84,30,0.13,0.00,0.13,0.13,0.13,0.09,0.03,0.11,0.09,0.11,Matches,,,,,,,,,,,,,,,,,,,,,,,27-290,1997,15.5,2,22,5,22.7,1.42,0.32,0.09,0.40,17.4,0,0,0,1.3,1.3,0.06,+0.7,+0.7,Matches,27-290,1997,15.5,829,937,88.5,13241,3219,409,444,92.1,357,385,92.7,40,55,72.7,0,0.4,0.9,-0.4,9,94,11,2,84,Matches,27-290,1997,15.5,39,2.52,30,0,1,5,1,2,2,0.13,2,0,0,0,0,0,Matches,27-290,1997,15.5,35,17,16,17,2,18,34,52.9,16,23,8,15,33,68,31,1,Matches,27-290,1997,15.5,1132,67,278,673,190,21,1132,17,8,47.1,7,41.2,678,3054,1203,21,22,5,15,17,749,30,Matches,27-290,1997,15.5,7,0,0,26,10,1,4,33,17,0,0,0,107,34,22,60.7,Matches
